ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,Report Card Type,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2022,"Clarendon
School District 2",Manning Early Childhood Center,1402014,P,2759 Raccoon Road,Manning,SC,29102,PK-3,462,8034734744,https://www.clarendon2.k12.sc.us/Domain/8,Rosa D Stokes,,,29
2022,"Clarendon
School District 2",Clarendon School District 2,1402999,D,15 Major Drive,Manning,SC,29102,PK-12,2453,803-435-4435,clarendon2.k12.sc.us,Dr. Shawn Johnson,"Dr. Shawn
Johnson",Ethel Sweat,146
2022,Clarendon 4,Scott's Branch High,1404001,H,,,,0,9-12,194,,,,,,15
2022,Clarendon 4,East Clarendon Middle-High,1404002,H,,,,0,6-12,703,,,,,,36
2022,Clarendon 4,East Clarendon Middle-High,1404002,M,,,,0,6-12,703,,,,,,36
2022,Clarendon 4,Scott's Branch Middle,1404003,M,,,,0,6-8,150,,,,,,11
2022,Clarendon 4,Dr. Rose H. Wilder Elementary,1404004,E,,,,0,3-5,137,,,,,,11
2022,Clarendon 4,Walker-Gamble Elementary,1404005,E,,,,0,PK-5,539,,,,,,38
2022,Clarendon 4,Summerton Early Childhood Center,1404006,P,,,,0,PK-2,144,,,,,,8
2022,Clarendon 4,Clarendon 4,1404999,D,,,,,PK-12,1867,,,,,,118
2022,"Colleton County
School District",Colleton County High School,1501005,H,150 Cougar Nation Drive,Walterboro,SC,29948,9-12,1434,843-782-0031,https://cchs.colleton.k12.sc.us/,"Maurice D. Cannon, Sr.",,,77
2022,"Colleton County
School District",Bells Elementary,1501006,E,12088 Bells Highway,Ruffin,SC,29475,PK-5,298,843-782-0012,https://bes.colleton.k12.sc.us/,Angel Parker,,,22
2022,"Colleton County
School District",Black Street Early Childhood Center,1501008,P,256 Smith Street,Walterboro,SC,29488,PK-K,343,843-782-4516,https://bsecc.colleton.k12.sc.us/,Mrs. Tiffany Pearson,,,18
2022,"Colleton County
School District",Cottageville Elementary School,1501011,E,648 Peirce Road,Cottageville,SC,29435,PK-5,474,843-782-4528,https://ces.colleton.k12.sc.us/,Tasheena Allen,,,27
2022,"Colleton County
School District","Forest Hills Elementary
",1501012,E,633 Hiers Corner Road,Walterboro,SC,29488,1-5,456,843-782-4512,"https://fhecolleton.ss19.sharpschool.com/
",Wilsey Hamilton,,,32
2022,"Colleton County
School District",Northside Elementary School,1501020,E,1929 Industrial Road,Walterboro,SC,29488,1-5,470,8437820015,https://nes.colleton.k12.sc.us/,Catherine Fanchette,,,31
2022,"Colleton County
School District",Hendersonville Elementary School,1501021,E,6089 Hendersonville Hwy,Walterboro,SC,29488,PK-5,324,843-782-0027,https://hes.colleton.k12.sc.us/,Dr. Joseph Hollington,,,17
2022,"Colleton County
School District",Colleton County Middle School,1501022,M,1379 Tuskegee Airmen Drive,Walterboro,SC,29488,6-8,1172,843-782-0040,https://ccms.colleton.k12.sc.us/,Mrs. Lauren Behie,,,62
2022,"Colleton County
School District",Colleton County School District,1501999,D,500 Forest Circle,Walterboro,SC,29488,PK-12,4971,843-782-4510,www.colleton.k12.sc.us,Dr. Vallerie Cave,"Dr. Vallerie
Cave","Mr. William
Bowman",296
2022,"Darlington
County School
District",Hartsville Middle School,1601004,M,1427 Fourteenth Street,Hartsville,SC,29550,6-8,987,843-857-3000,hmsdcsd.sharpschool.com,Brian Hickman,,,68
2022,"Darlington
County School
District",Hartsville High School,1601005,H,701 Lewellyn Ave.,Hartsville,SC,29550,9-12,1158,843.857.3700,https://hhs.dcsdschools.org/,Corey Lewis,,,73
2022,"Darlington
County School
District",Lamar High,1601006,H,216 N. Darlington Ave.,Lamar,SC,29069,9-12,267,843-326-7500,lhs.dcsdschools.org,"Marlon L. Thomas,
Ed.D.",,,21
2022,"Darlington
County School
District",Spaulding Middle School,1601010,M,400 East Cartersville Hwy.,Lamar,SC,29069,6-8,220,8433267625,https://spm.dcsdschools.org/,Nicole Jones,,,20
2022,"Darlington
County School
District",Brockington Elementary Magnet School,1601013,E,413 Brockington Road,Darlington,SC,29532,3-5,317,843-398-2500,"https://www.dcsdschools.org/schools/brockington
_elementary_magnet_school",Ada O. Sindab,,,27
2022,"Darlington
County School
District",Carolina Elementary School,1601015,E,719 West Carolina Avenue,Hartsville,SC,29550,1-5,228,843-857-3230,https://ces.dcsdschools.org/,Kathryn Abbott,,,19
2022,"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,Hartsville,SC,29550,1-5,545,843-857-3115,https://nhe.dcsdschools.org/,Carla Watford,,,35
2022,"Darlington
County School
District",Pate Elementary School,1601018,P,"1010 Indian Branch Road
",Darlington,SC,29532,PK-2,409,843-398-2400,https://pes.dcsdschools.org,Shannon Fraser,,,26
2022,"Darlington
County School
District",Rosenwald Elementary/Middle School,1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,123,843-398-2700,https://rems.dcsdschools.org/,Kimberly Mason,,,14
2022,"Darlington
County School
District",Rosenwald Elementary/Middle School,1601020,M,508 Church St.,Society Hill,SC,29593,PK-8,123,843-398-2700,https://rems.dcsdschools.org/,Kimberly Mason,,,14
2022,"Darlington
County School
District",St. John's Elementary School,1601026,E,140 Park Street,Darlington,SC,29532,PK-5,525,8433982350,https://sje.dcsdschools.org/,Kathryn H. Atkinson,,,39
2022,"Darlington
County School
District",Thornwell School For The Arts,1601027,E,"437 W Carolina Avenue
",Hartsville,SC,29101,1-5,184,843-857-3090,http://tes.dcsdschools.org,Melinda Brown,,,21
2022,"Darlington
County School
District",Darlington High School,1601030,H,525 Spring Street,Darlington,SC,29532,9-12,1089,843-398-2730,http://dhs.dcsdschools.org,Cortney Gehrke,,,71
2022,"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,942,8433985088,dms.dcsdschools.org,Eddie Shuler,,,65
2022,"Darlington
County School
District",Southside Early Childhood Cenetetr,1601032,P,1615 Blanding Drive,Hartsville,SC,29550,PK-K,338,843-857-3310,Darlington.k12.sc.us,Patricia Toney,,,21
2022,"Darlington
County School
District","Mayo High School For Math, Science &
Technology",1601033,H,405 Chestnut Street,Darlington,SC,29532,9-12,313,843-398-2650,https://mhs.dcsdschools.org/,Dr. Arlene B. Wallace,,,23
2022,"Darlington
County School
District",J. L. Cain Elementary School,1601034,E,605 1st Street,Darlington,SC,29532,PK-5,567,843-398-6220,jlc.dcsdschools.org,Stephanie H. Bridges,,,39
2022,"Darlington
County School
District",Bay Road Elementary School,1601036,E,1251 Bay Road,Hartsville,SC,29550,PK-5,523,843-398-6300,https://whe.dcsdschools.org/,Jacqueline Lynn,,,35
2022,"Darlington
County School
District",Lamar-Spaulding Elementary School,1601037,E,5232 Lamar Hwy,Lamar,SC,29069,PK-5,488,8433986370,http://lse.dcsdschools.org,Dr. Kristi Austin,,,33
2022,"Darlington
County School
District",Darlington County School District,1601999,D,120 E Smith Avenue,Darlington,SC,29532,PK-12,9223,843-398-5100,https://www.dcsdschools.org/,"Dr. Timothy Newman,
Ed.D.","Dr. Timothy
Newman, Ed.D.","WARREN
JEFFORDS",694
2022,"Dillon School
District Three",Latta High School,1703019,H,618 North Richardson Street,Latta,SC,29565,9-12,426,843-752-5751,http://www.dillon3.k12.sc.us,Nanette W. Carmichael,,,22
2022,"Dillon School
District Three",Latta Middle School,1703021,M,602 N. Richardson Street,Latta,SC,29565,5-8,437,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Stephanie Ard,,,22
2022,"Dillon School
District Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,20565,PK-4,627,843-752-5295,www.dillon3.k12.sc.us,Dollie R. Morrell,,,32
2022,"Dillon School
District Three",Dillon School District Three,1703999,D,205 King St.,Latta,SC,29565,PK-12,1490,843-752-7101,www.dillon3.k12.sc.us,"George H. Liebenrood,
Jr.","George H.
Liebenrood, Jr.",Kyle Berry,76
2022,"Dillon School
District Four",Lake View High School,1704002,H,401 E Third Ave,Lake View,SC,29563,6-12,526,843 759 3005,www.dillon.k12.sc.us,Edison Arnette,,,36
2022,"Dillon School
District Four",Lake View High School,1704002,M,401 E Third Ave,Lake View,SC,29563,6-12,526,843 759 3005,www.dillon.k12.sc.us,Edison Arnette,,,36
2022,"Dillon School
District Four",Lake View Elementary School,1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,318,(843) 759-3003,"https://www.dillon.k12.sc.us/schools/lake_view
_elementary_school","Mrs. Tamara
Nance-Bethea",,,17
2022,"Dillon School
District Four",Dillon High School,1704005,H,"1730 Hwy 301 North
",Dillon,SC,29536,9-12,857,843-774-1230,dillon.k12.sc.us,Timothy P. Gibbs,,,48
2022,"Dillon School
District Four",East Elementary School,1704007,P,901 East Harrison Street,Dillon,SC,29536,PK-3,481,843-774-1222,"https://www.dillon.k12.sc.us/schools/east_elementary
_school",Shannon B. Berry,,,25
2022,"Dillon School
District Four",South Elementary School,1704008,P,900 Patriot Street,Dillon,SC,29536,PK-3,205,843-774-1210,www.dillon.k12.sc.us,Jan Powers-Penuel,,,12
2022,"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,412,843.774.1227,"https://www.dillon.k12.sc.us/schools/gordon
_elementary_school",Michael McRae,,,22
2022,"Dillon School
District Four",Dillon Middle School,1704010,M,1803 Joan Dr.,Dillon,SC,29536,6-8,693,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,,,41
2022,"Dillon School
District Four",Stewart Heights Elementary,1704011,P,1001 West Calhoun Street,Dillon,SC,29536,PK-3,384,843-774-1219,www.dillon.k12.sc.us,Dr. Wendy S. cook,,,23
2022,"Dillon School
District Four",Dillon School District Four,1704999,D,1738 Highway 301 North,Dillon,SC,29536,PK-12,3876,843-7741200,www.dillon.k12.sc.us,D. Ray Rogers,D. Ray Rogers,"Earl
Gleason, Jr.",224
2022,"Dorchester
School District
Two",Summerville High School,1802006,H,1101 Boone Hill Road,Summerville,SC,29483,9-12,3215,843-873-6460,https://www.ddtwo.org/Domain/1446,Kenneth W. Farrell,,,162
2022,"Dorchester
School District
Two",Knightsville Elementary School,1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,678,843-873-4851,www.ddtwo.org/KES,Claire B. Sieber,,,48
2022,"Dorchester
School District
Two",Summerville Elementary School,1802009,E,835 South Main Street,Summerville,SC,29483,PK-5,504,843-873-2372,https://www.ddtwo.org/Domain/1356,Katie Barker,,,37
2022,"Dorchester
School District
Two",James H. Spann Elementary School,1802010,E,901 John McKissick Way,Summerville,SC,29483,PK-5,619,843-873-3050,https://www.ddtwo.org/SPANN,Shane O. Sanford,,,42
2022,"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,962,843-873-3890,https://www.ddtwo.org/AMS,Dr. Michelle Leviner,,,59
2022,"Dorchester
School District
Two",Rollings Middle School Of The Arts,1802012,M,1635 Beech Hill Road,Summerville,SC,29485,6-8,791,843-873-3610,www.ddtwo.org/rmsa,Patrick Pye,,,46
2022,"Dorchester
School District
Two",Newington Elementary School,1802013,E,10 KING CHARLES CIR,SUMMERVILLE,SC,29485,PK-5,713,8438713230,https://www.ddtwo.org/Domain/907,Rachel Cubbage,,,49
2022,"Dorchester
School District
Two",Flowertown Elementary School,1802014,E,20 King Charles Circle,Summerville,SC,29485,PK-5,808,843-871-7400,https://www.ddtwo.org/fes,Carey Ball Hodge,,,57
2022,"Dorchester
School District
Two",Charles B. Dubose Middle School,1802016,M,1005 DuBose School Road,Summerville,SC,29483,6-8,1066,843-810-8216,https://www.ddtwo.org/DMS,Theodore Brinkley,,,68
2022,"Dorchester
School District
Two",Oakbrook Elementary School,1802017,E,306 Old Fort Dr.,Ladson,SC,29456,PK-5,597,843-821-1165,ddtwo.org/oes,Kimberly Boutin,,,43
2022,"Dorchester
School District
Two",Oakbrook Middle School,1802018,M,113 Musket Loop,Summerville,SC,29483,6-8,1178,843-873-9750,https://www.ddtwo.org/oms,Matthew Legare,,,69
2022,"Dorchester
School District
Two",Windsor Hill Arts Infused Elementary,1802019,E,8600 William Moultrie Drive,North Charleston,SC,29420,PK-5,703,8437609820,https://www.ddtwo.org/Domain/1567,Robert Neuner,,,58
2022,"Dorchester
School District
Two",Fort Dorchester High School,1802020,H,8500 Patriot Blvd,North Charleston,SC,29420,9-12,2260,843-760-4450,www.ddtwo.org/FDHS,"Raymond J. ""Tripp""
Aldredge, III",,,125
2022,"Dorchester
School District
Two",Beech Hill Elementary,1802021,E,1001 Beech Hill Road,Summerville,SC,29485,PK-5,992,843-821-3970,https://www.ddtwo.org/BHES,Rene Wyatt Harris,,,60
2022,"Dorchester
School District
Two",Gregg Middle School,1802022,M,500 Greenwave Blvd,Summerville,SC,29483,6-8,1209,843-871-3150,ddtwo.org/gms,Will Wilson,,,72
2022,"Dorchester
School District
Two",Fort Dorchester Elementary School,1802023,E,5201 Old Glory Lane,Summerville,SC,29485,PK-5,863,843-832-5550,https://www.ddtwo.org/Domain/687,Annette M. Pletcher,,,57
2022,"Dorchester
School District
Two",Eagle Nest Elementary School,1802024,E,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,721,8436952460,www.ddtwo.org/EES,Marcel L. Brown,,,50
2022,"Dorchester
School District
Two","William M. Reeves, Jr. Elementary
School",1802025,E,1003 Dubose School Road,Summerville,SC,29483,PK-5,870,843-695-2450,https://www.ddtwo.org/RES,Natalie Hayes,,,58
2022,"Dorchester
School District
Two","River Oaks Middle School
",1802026,M,"8642 River Oaks Drive
","North Charleston
",SC,29420,6-8,910,"843-695-2470
","https://www.ddtwo.org/roms
","William Mansor
",,,61
2022,"Dorchester
School District
Two",Ashley Ridge High School,1802027,H,"9800 Delemar Highway
",Summerville,SC,29485,9-12,2407,843-695-4900,https://www.ddtwo.org/Page/949,Brooke M. Matthews,,,117
2022,"Dorchester
School District
Two",Joseph R. Pye Elementary School,1802028,E,9701 Patriot Blvd,Ladson,SC,29456,PK-5,821,8436952979,https://www.ddtwo.org/JPES,Ms. Tracy L. Tayloe,,,54
2022,"Dorchester
School District
Two",Sand Hill Elementary School,1802029,E,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,942,843-695-5201,https://www.ddtwo.org/shes,Francina Gerald,,,62
2022,"Dorchester
School District
Two",Dr. Eugene Sires Elementary School,1802030,E,301 Chandler Creek Road,Summerville,SC,29485,PK-5,816,8436955205,"
https://www.ddtwo.org › ESES
",Jacqueline Fleming,,,53
2022,"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,E,850 W 5TH NORTH ST,SUMMERVILLE,SC,29483,PK-5,698,"843-695-5210
",ddtwo.org/Domain/ABES,Vernisa Yvette Bodison,,,47
2022,"Dorchester
School District
Two",Dorchester School District Two,1802999,D,815 South Main Street,Summerville,SC,29483,PK-12,25343,843-873-2901,www.ddtwo.org,Joseph R. Pye,Joseph R. Pye,"Gail
Hughes",1564
2022,"Dorchester
District Four",Harleyville Elementary School,1804016,E,1650 East Main Street,Dorchester,SC,29437,PK-5,238,8434627671,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,,,18
2022,"Dorchester
District Four",St. George Middle School,1804017,M,"SGMS
600 Minus St",St. George,SC,29477,6-8,259,8435633171,https://stgeorge.dorchester4.k12.sc.us/,Benjamin Kennedy,,,23
2022,"Dorchester
District Four",Williams Memorial Elementary School,1804018,E,290 South Metts Street,St. George,SC,29477,PK-5,562,843-563-3231,wm.dorchester4.k12.sc.us,Ruth Mims,,,43
2022,"Dorchester
District Four",Woodland High School,1804019,H,4128 Highway 78,Dorchester,SC,29437,9-12,602,843-563-5956,https://woodland.dorchester4.k12.sc.us,Adrian Busch,,,42
2022,"Dorchester
District Four",Clay Hill Elementary School,1804021,E,387 S. Railroad Ave,Ridgeville,SC,29472,PK-5,149,8438517386,https://clayhill.dorchester4.k12.sc.us/,April Sanders,,,12
2022,"Dorchester
District Four",Harleyville-Ridgeville Middle School,1804022,M,1650 East Main Street,Dorchester,SC,29437,6-8,215,843-462-2470,https://hrm.dorchester4.k12.sc.us/,Catherine Yates,,,16
2022,"Dorchester
District Four",Dorchester District Four,1804999,D,500 Ridge Street,St. George,SC,29477,PK-12,2025,843-563-4535,https://www.dorchester4.k12.sc.us,Gerald Wright,Gerald Wright,"Kenneth
Jenkins",154
2022,"Edgefield
County School
District",Strom Thurmond High School,1901002,H,1131 Columbia Road,Johnston,SC,29832,9-12,728,8032751768,sths.edgefied.k12.sc.us,Robert A. Grimm,,,45
2022,"Edgefield
County School
District",Douglas Elementary School,1901003,E,215 S.E. Diggs Road,Trenton,SC,29847,PK-5,210,(803)275-1752,https://des.edgefield.k12.sc.us,Beth Blum,,,21
2022,"Edgefield
County School
District",Johnston Elementary School,1901005,E,514 Lee Street,Johnston,SC,29832,PK-5,261,803-275-1755,https://jes.edgefield.k12.sc.us/,Tammy Martin,,,27
2022,"Edgefield
County School
District",W. E. Parker Elementary School,1901007,E,41 Crest Road,Edgefield,SC,29824,PK-5,392,803-637-4020,https://wep.edgefield.k12.sc.us,Jaime S. Creasy,,,30
2022,"Edgefield
County School
District",Merriwether Elementary School,1901008,E,565 SpringHaven Drive,North Augusta,SC,29841,PK-5,779,803-279-9993,https://mes.edgefield.k12.sc.us/,Fredrick Bruce Lee,,,47
2022,"Edgefield
County School
District","Johnston-Edgefield-Trenton Middle
School",1901009,M,1095 Columbia Road,Johnston,SC,29832,6-8,408,803-275-1997,https://jet.edgefield.k12.sc.us,Debbie K. Courtney,,,35
2022,"Edgefield
County School
District",Merriwether Middle School,1901010,M,430 Murrah Road,North Augusta,SC,29860,6-8,379,803-279-2511,https://mms.edgefield.k12.sc.us/,Mindy Clark,,,27
2022,"Edgefield
County School
District",Edgefield County School District,1901999,D,3 Par Drive,Johnston,SC,29832,PK-12,3157,803-275-4601,https://ecsd.edgefield.k12.sc.us/,Dr. Kevin O'Gorman,"Dr. Kevin
O'Gorman","Mrs. Robin
Ball",245
2022,"Fairfield County
School District",Fairfield Middle School,2001001,M,728 US 321 Bypass S,"Winnsboro, SC",SC,29180,7-8,319,(803) 635-4270,fms.fairfield1.org,Jamie R. Brunson,,,39
2022,"Fairfield County
School District",Kelly Miller Elementary School,2001008,E,255 KELLY MILLER RD,WINNSBORO,SC,29180,PK-6,224,8036352961,kmes.fairfield1.org,Mrs. Kathy R. Woodard,,,18
2022,"Fairfield County
School District",Mccrorey-Liston School Of Technology,2001009,E,1978 State Highway 215 South,Blair,SC,29015,PK-6,135,8036359490,"
McCrorey-Liston School of Technology-
https://mlst.fairfield1.org
",Chandra Bell Bell,,,12
2022,"Fairfield County
School District",Geiger Elementary,2001012,E,150 T.M. Cook,Ridgeway,SC,29130,PK-6,247,803-337-8288,gesfairfield1.org,Myra Bramlett,,,21
2022,"Fairfield County
School District",Fairfield Central High School,2001013,H,"836 US Highway 321 Bypass
South",Winnsboro,SC,29180,9-12,715,803-635-1441,fchs.fairfield1.org,Dr. Tracie Swilley,,,62
2022,"Fairfield County
School District",Fairfield Elementary School,2001014,E,175 Medley Road,Winnsboro,SC,29180,PK-6,520,803-635-5594,fes.fairfield1.org,Dr. Tammy F. Martin,,,46
2022,"Fairfield County
School District","Fairfield Magnet School For Math And
Science",2001015,E,"1647 Highyway 321 By-Pass
North",Winnsboro,SC,29180,PK-6,203,803-635-4810,fmsms.fairfield1.org,Dr. Shayera Whitfield,,,21
2022,"Fairfield County
School District",Fairfield County School District,2001999,D,"1226 US Highway 321 By-Pass
south",Winnsboro,SC,29180,PK-12,2363,803-635-4607,https://www.fairfield1.org/,J. R. Green,J. R. Green,Henry Miller,238
2022,"Florence 1
Schools",John W. Moore Middle School,2101002,M,191 Westfield Drive,Florence,SC,29501,6-8,1011,843-664-8171,https://www.f1s.org/johnwmoore,April Leroy,,,57
2022,"Florence 1
Schools",South Florence High School,2101004,H,3200 South Irby Street,Florence,SC,29505,9-12,1624,843-664-8190,https://www.f1s.org/southflorence,Shand Josey,,,91
2022,"Florence 1
Schools",Williams Middle School,2101005,M,1119 North Irby Street,Florence,SC,29501,7-8,684,843-664-8162,https://www.f1s.org/Williams,Dr. Kendra Green,,,60
2022,"Florence 1
Schools",Wilson High School,2101006,H,1411 Old Marion Hwy,Florence,SC,29501,9-12,1252,843-664-8440,https://www.f1s.org/wilson,Dr. Eric Robinson,,,83
2022,"Florence 1
Schools",Briggs Elementary School,2101008,E,1012 Congaree Drive,Florence,SC,29501,K-5,424,843-664-8169,www.f1s.org/briggs,Tara Newton,,,36
2022,"Florence 1
Schools",Carver Elementary Magnet School,2101009,E,515 N CASHUA DR,FLORENCE,SC,29501,K-5,559,843-664-8156,https://www.f1s.org/Carver,Josie Little,,,37
2022,"Florence 1
Schools",Delmae Heights Elementary School,2101010,E,1211 South Cashua Drive,Florence,SC,29501,K-5,928,843-664-8448,www.fsd1.org/delmae,Mrs. Roy Ann Jolley,,,54
2022,"Florence 1
Schools",Greenwood Elementary School,2101011,E,2300 E HOWE SPRINGS RD,Florence,SC,29505,K-6,650,8436648451,https://www.f1s.org/greenwood,Dr. Susan H. Collins,,,49
2022,"Florence 1
Schools",Mclaurin Elementary,2101012,E,1400 McMillan Lane,Florence,SC,29506,PK-5,886,8436648457,www.FSD1.org/schools/mclaurin,Deborah Cribb,,,57
2022,"Florence 1
Schools",Theodore Lester Elementary,2101013,E,3501 E PALMETTO ST,FLORENCE,SC,29506,K-6,370,843-664-8459,https://www.f1s.org/TheodoreLester,Eldora Williams,,,33
2022,"Florence 1
Schools",West Florence High School,2101014,H,221 N BELTLINE DR,FLORENCE,SC,29501,9-12,1731,8434680342,https://www.f1s.org/westflorence,Matthew Dowdell,,,94
2022,"Florence 1
Schools",North Vista Elementary,2101016,E,1100 North Irby Street,Florence,SC,29501,PK-6,585,843-664-8159,https://www.f1s.org/northvista,Sharon R. Dixon,,,41
2022,"Florence 1
Schools",Royall Elementary School,2101017,E,1101 Cheraw Drive,Florence,SC,29501,K-5,462,843-664-8167,https://www.f1s.org/royall,Julie Smith,,,37
2022,"Florence 1
Schools",Savannah Grove Elementary School,2101018,E,2348 SAVANNAH GROVE ROAD,EFFINGHAM,SC,29541,K-5,422,843-664-8463,https://www.f1s.org/SavannahGrove,LaTonya Yates-Ford,,,33
2022,"Florence 1
Schools",Dewey L. Carter Elementary School,2101019,E,4937 S Irby Street,Effingham,SC,29541,PK-6,650,8436648479,https://www.f1s.org/deweylcarter,Wendy Frazier,,,42
2022,"Florence 1
Schools",Henry Timrod Elementary School,2101020,E,"1901 E. Old Marion Hwy.
",Florence,SC,29506,K-6,370,843-664-8454,https://www.f1s.org/timrod,Elizabeth Jackson,,,29
2022,"Florence 1
Schools",Wallace Gregg Elementary School,2101021,E,515 FRANCIS MARION RD,FLORENCE,SC,29506,K-6,346,8436648481,https://www.f1s.org/wallacegregg,Tara King,,,27
2022,"Florence 1
Schools",Southside Middle School,2101022,M,290 West John Paul Jones Road,Effingham,SC,29541,6-8,809,843-664-8467,f1s.org/southside,Jeffery A. Gaines,,,57
2022,"Florence 1
Schools",Sneed Middle School,2101050,M,1102 S Ebenezer Rd,Florence,SC,29501,6-8,601,843-673-1199,https://www.f1s.org/sneed,R. Bentley Oates,,,46
2022,"Florence 1
Schools",Lucy T. Davis Elementary School,2101051,E,201 Westfield Drive,Florence,SC,29501,K-5,531,843-665-5977,https://www.f1s.org/lucytdavis,Sonya Graves,,,37
2022,"Florence 1
Schools",Palmetto Youth Academy Charter,2101600,E,1209 N. Douglas Street,Florence,SC,29501,K-6,61,843-679-7070,palmettoyouthacademy.com,Yvonne Brown-Burgess,,,1
2022,"Florence 1
Schools",Florence 1 Schools,2101999,D,319 S Irby St,Florence,SC,29501,PK-12,15266,843-669-4141,www.f1s.org,Richard O'Malley,"Richard
O'Malley","Porter
Stewart",1064
2022,"Florence County
School  Two",Hannah - Pamplico High School,2102024,H,"2055 South Pamplico Highway 
",Pamplico,SC,29583,9-12,341,843-493-5781,https://www.fsd2.org/domain/10,Sterling J. Mosby,,,21
2022,"Florence County
School  Two",Hannah-Pamplico Elementary/Middle,2102028,E,2131 S. Pamplico Highway,Pamplico,SC,29583,PK-8,766,8434932061,https://www.fsd2.org/Page/24,Angela Tanner,,,41
2022,"Florence County
School  Two",Hannah-Pamplico Elementary/Middle,2102028,M,2131 S. Pamplico Highway,Pamplico,SC,29583,PK-8,766,8434932061,https://www.fsd2.org/Page/24,Angela Tanner,,,41
2022,"Florence County
School  Two",Florence County School  Two,2102999,D,2121 South Pamplico Highway,Pamplico,SC,29583,PK-12,1107,(843) 493-2502,https://www.fsd2.org/,"Neal Vincent, Ed.D.","Neal Vincent,
Ed.D.","Mr. Robert
Singletary",62
2022,"Florence School
District Three",Lake City High School,2103029,H,652 N. Matthew Rd.,Lake City,SC,29560,9-12,628,8433745119,"www.lchs.florence3.k12.sc.us
",Dr. Fred Moore,,,37
2022,"Florence School
District Three",J.C. Lynch Elementary School,2103036,E,124 Hicks Rd,Coward,SC,29530,PK-6,374,843-699-2114,http://www.jcles.florence3.k12.sc.us/,Thomas (T.J.) DeVine,,,27
2022,"Florence School
District Three","Olanta Creative Arts And Science Magnet
School",2103037,E,312 North Jones Rd.,Olanta,SC,29114,PK-6,244,843-396-4457,https://www.oes.florence3.k12.sc.us,Tonyelle L. Thomas,,,15
2022,"Florence School
District Three",Scranton Elementary Steam Academy,2103039,E,1649 US-52,Scranton,SC,29591,PK-6,380,843-699-2112,https://www.ses.florence3.k12.sc.us/,Shanda Poston,,,25
2022,"Florence School
District Three",Lake City Early Childhood Center,2103050,P,906 N. Matthews Road,Lake City,SC,29560,PK-2,385,843-374-2353,https://www.lce.florence3.k12.sc.us/,Jonte' Singletary,,,28
2022,"Florence School
District Three",Main Street Elementary,2103051,E,318 E. Main Street,Lake City,SC,29560,3-6,350,843-374-2221,https://www.mses.florence3.k12.sc.us/,Sharon N. Williams,,,18
2022,"Florence School
District Three","Dr. Ronald E. Mcnair School Of Digital
Communication And Leadersh",2103053,M,311 Carver Street,Lake City,SC,29560,7-8,295,843-374-8651,https://www.remms.florence3.k12.sc.us/,Terrell Fleming,,,22
2022,"Florence School
District Three","J. Paul Truluck Creative Arts And Science
Magnet School",2103054,H,319 Carlisle St,Lake City,SC,29560,6-12,484,843-374-8685,www.jptms.florence3.k12.sc.us,Mac McDougal,,,30
2022,"Florence School
District Three","J. Paul Truluck Creative Arts And Science
Magnet School",2103054,M,319 Carlisle St,Lake City,SC,29560,6-12,484,843-374-8685,www.jptms.florence3.k12.sc.us,Mac McDougal,,,30
2022,"Florence School
District Three",Florence School District Three,2103999,D,125 S. Blanding St.,Lake City,SC,29560,PK-12,3140,843-374-8652,http://www.florence3.k12.sc.us/,Dr. Laura Hickson,"Dr. Laura
Hickson","Barbara
Bryant",208
2022,Florence 4,Timmonsville High,2104041,H,304 Kemper Street,Timmonsville,SC,29161,9-12,163,(843) 346-3956,https://www.f1s.org/brockington,"Mrs. Tonya Addison
",,,11
2022,Florence 4,Johnson Middle,2104042,M,"304 Kemper Street	",Timmonsville,SC,29161,6-8,124,N/A,http://www.florence4.k12.sc.usN/A,"Mrs. Tonya Addison	
",,,7
2022,Florence 4,Brockington Elementary,2104043,E,304 Kemper Street,Timmonsville,SC,29161,PK-5,298,843-346-3956,https://www.f1s.org/Brockington,Mrs. Teresa Gamble,,,23
2022,Florence 4,Florence 4,2104999,D,304 Kemper Street,Timmonsville,SC,29161,PK-12,585,843-346-3956,http://www.florence4.k12.sc.us,Dr. Richard O'Malley,"Dr. Richard
O'Malley",Lille Joe,41
2022,"Florence School
District Five",Johnsonville High School,2105045,H,237 South Georgetown Hwy,Johnsonville,SC,29555,9-12,345,8433862707,https://jhs.fsd5.org/,Sam Tuen,,,26
