ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,SCHOOLTYPECD,street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2023,"Chesterfield
School District",Central High School,1301007,H,"200 Zion Church
Road  Pageland,
SC 29728",Pageland,SC,29728,9-12,644,843-672-6115,https://cnh.chesterfieldschools.org/,Thomas C. Brewer III,,,32
2023,"Chesterfield
School District",New Heights Middle School,1301008,M,5738 Highway 151,Jefferson,SC,29718,6-8,531,843-658-6830,https://nhms.chesterfieldschools.org/,Dr. Jason McGuire,,,25
2023,"Chesterfield
School District",Cheraw Primary,1301012,P,321 High Street,Cheraw,SC,29520,PK-2,468,843-921-1020,chesterfieldschools.org,Melisa Little,,,32
2023,"Chesterfield
School District","Edwards Elementary
School",1301014,E,2411 West Blvd.,Chesterfield,SC,29709,PK-5,539,843-623-2351,ees@chesterfieldschools.org,Caroline K. Miles,,,35
2023,"Chesterfield
School District","Jefferson Elementary
School",1301015,E,"809 W. Elizabeth
St.",Jefferson,SC,29718,PK-5,338,843-658-3295,https://jes.chesterfieldschools.org/,Angela R Tucker,,,21
2023,"Chesterfield
School District",Petersburg Primary School,1301019,P,"326 North Arnold
Street",Pageland,SC,29728,PK-2,434,843-672-6241,https://pps.chesterfieldschools.org/,"Dr. Shanika
Harrington-David",,,25
2023,"Chesterfield
School District",Mcbee Elementary,1301020,E,"284 E. Maple Ave,
McBee SC 29101",McBee,SC,29101,PK-5,365,843-335-8347,https://mes.chesterfieldschools.org/,Todd Pletcher,,,24
2023,"Chesterfield
School District","Plainview Elementary
School",1301021,E,16002 Highway 102,"Patrick, SC",SC,29584,PK-6,178,843-498-6633,https://pve.chesterfieldschools.org/,"Dennis L, McDaniel",,,9
2023,"Chesterfield
School District",Ruby Elementary School,1301023,E,249 Thurman Ave.,Ruby,SC,29741,PK-5,262,843-634-6310,https://res.chesterfieldschools.org/,Lauren Watson,,,16
2023,"Chesterfield
School District","Cheraw Intermediate
School",1301026,E,"421 Chesterfield
Hwy",Cheraw,SC,29520,3-5,403,843-921-1030,https://cis.chesterfieldschools.org/,Scott Eddins,,,24
2023,"Chesterfield
School District",Pageland Elementary,1301027,E,"715 West
McGregor Street",Pageland,SC,29728,3-5,324,843-672-2400,https://pes.chesterfieldschools.org/,Ellen Middleton,,,19
2023,"Chesterfield
School District","Chesterfield-Ruby Middle
School",1301028,M,"14445 Highway 9
",Chesterfield,SC,29709,6-8,414,843-623-9401,https://crms.chesterfieldschools.org/,Travis Rivers,,,24
2023,"Chesterfield
School District",Chesterfield School District,1301999,D,401 West Blvd,Chesterfield,SC,29709,PK-12,7019,843-623-2175,https://www.chesterfieldschools.org/,Dr. Chan Anderson,"Dr. Chan
Anderson","Chad L.
Vick",417
2023,Clarendon 6,"Scott's Branch Middle High
School",1406001,H,"9253 Alex Harvin
Hwy.",Summerton,SC,29148,9-12,205,803-574-2100,https://www.clarendon2.k12.sc.us/Domain/439,Tyrone Cummings,,,10
2023,Clarendon 6,"East Clarendon Middle
High School",1406002,H,1171 Pope Street,Turbeville,SC,29162,6-12,707,843-659-2185,https://www.clarendoncsd.org/o/ecmhs/,Jason Cook,,,34
2023,Clarendon 6,"East Clarendon Middle
High School",1406002,M,1171 Pope Street,Turbeville,SC,29162,6-12,707,843-659-2185,https://www.clarendoncsd.org/o/ecmhs/,Jason Cook,,,34
2023,Clarendon 6,Scott's Branch Middle,1406003,M,,,,0,6-8,144,,,,,,8
2023,Clarendon 6,"Dr. Rose H. Wilder
Elementary",1406004,E,,,,0,3-5,117,,,,,,9
2023,Clarendon 6,Walker Gamble Elementary,1406005,E,"2358
Walker-Gamble
Road",New Zion,SC,29111,PK-5,553,843-659-2102,https://www.clarendoncsd.org/o/wges,Allen Kirby,,,33
2023,Clarendon 6,"Walker Gamble Elementary
School",1406006,P,"2358 Walker
Gamble Road",New Zion,SC,29111,PK-2,138,843-659-2102,https://www.clarendon2.k12.sc.us/Domain/2077,Allen Kirby,,,18
2023,Clarendon 6,Manning High School,1406007,H,"2155 Paxville
highway",Manning,SC,29102,9-12,807,8034354417,www.clarendoncsd.org,Kelvin Lemon,,,32
2023,Clarendon 6,Manning Jr. High School,1406011,M,"1101 W. L.
Hamilton Road",Manning,SC,29102,7-8,362,8034358195,www.clarendoncsd.org,Terrie T. Ard,,,21
2023,Clarendon 6,Manning Primary School,1406012,P,125 N Boundary St,Manning,SC,29102,2-3,302,803-435-2268,https://www.clarendoncsd.org/o/mps,Tiffani Burgess,,,16
2023,Clarendon 6,"Manning Elementary
School",1406013,E,"311 West Boyce
Street",Manning,SC,29102,4-6,503,803-435-5066,www.clarendoncsd.org,Allyson H Goff,,,25
2023,Clarendon 6,"Manning Early Childhood
Center",1406014,P,"2759 Raccoon
Road",Manning,SC,29102,PK-3,491,803-473-4744,https://www.clarendon2.k12.sc.us/Domain/8,Rosa D. Stokes,,,29
2023,Clarendon 6,Clarendon 6,1406999,D,,,,,PK-12,4329,,,,,,235
2023,"Colleton
County School
District","Colleton County High
School",1501005,H,"150 Cougar Nation
Drive",Walterboro,SC,29488,9-12,1497,843-782-0031,https://cchs.colleton.k12.sc.us/,"Maurice D. Cannon,
Sr.",,,53
2023,"Colleton
County School
District",Bells Elementary,1501006,E,"12088 Bells
Highway",Ruffin,SC,29475,PK-5,291,(843) 782-0012,bes.colleton.k12.sc.us,Angel Parker,,,17
2023,"Colleton
County School
District","Black Street Early
Childhood Center",1501008,P,256 Smith Street,Walterboro,SC,29488,PK-K,309,(843) 782-4516,bsecc.colleton.k12.sc.us/home,"Mrs. Catherine
Fanchette",,,18
2023,"Colleton
County School
District","Cottageville Elementary
School",1501011,E,,Cottageville,SC,29435,PK-5,465,(843) 782-4528,https://ces.colleton.k12.sc.us/,Ms. Tasheena Allen,,,23
2023,"Colleton
County School
District",Forest Hills Elementary,1501012,E,"633 Hiers Corner
Road",Walterboro,SC,0,1-5,469,"843-782-4512
","https://fhecolleton.ss19.sharpschool.com/
","Joe Guarino
",,,27
2023,"Colleton
County School
District","Northside Elementary
School",1501020,E,"1929 Industrial
Road",Walterboro,SC,29488,1-5,452,843-782-0015,nes.colleton.k12.sc.us,Lauren Behie,,,25
2023,"Colleton
County School
District","Hendersonville Elementary
School",1501021,E,"6089
Hendersonville Hwy",Walterboro,SC,94488,PK-5,342,(843) 782-0027,https://hes.colleton.k12.sc.us/,Kyle Smalls,,,19
2023,"Colleton
County School
District","Colleton County Middle
School",1501022,M,"1379 Tuskegee
Airmen Drive",Walterboro,SC,29488,6-8,1121,(843) 782-0040,https://ccms.colleton.k12.sc.us/,Michael B. Keitt,,,39
2023,"Colleton
County School
District","Colleton County School
District",1501999,D,500 Forest Circle,Walterboro,SC,29488,PK-12,4946,(843) 782-4510,https://www.colleton.k12.sc.us/,Dr. Vallerie Cave,"Dr. Vallerie
Cave","Mrs.
Patricia
Simmons",229
2023,"Darlington
County School
District",Hartsville Middle School,1601004,M,1427 14th Street,Hartsville,SC,29161,6-8,921,843-857-3000,hms.dcsdschools.org,Brian Hickman,,,67
2023,"Darlington
County School
District",Hartsville High School,1601005,H,701 Lewellyn Ave.,Hartsville,SC,29550,9-12,1133,843-857-3700,https://hhs.dcsdschools.org/,Corey Lewis,,,74
2023,"Darlington
County School
District",Lamar High School,1601006,H,"216 N. Darlington
Avenue",Lamar,SC,29069,9-12,269,843-326-7500,https://lhs.dcsdschools.org/,"Marlon L. Thomas,
Ed.D.",,,18
2023,"Darlington
County School
District",Spaulding Middle School,1601010,M,"400 East
Cartersville Hwy.",Lamar,SC,29069,6-8,204,8433267625,spm.dcsdschools.org,C. Nicole Jones,,,19
2023,"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,"413 Brockington
Road",Darlington,SC,29532,3-5,316,8433982500,https://bes.dcsdschools.org/,Ada Sindab,,,20
2023,"Darlington
County School
District","Carolina Elementary
School",1601015,E,"719 West Carolina
Avenue",Hartsville,SC,29550,1-5,228,843-857-3230,https://ces.dcsdschools.org/,Kathryn Abbott,,,18
2023,"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,,SC,29550,1-5,527,843-383-3115,https://nhe.dcsdschools.org/,Carla Watford,,,38
2023,"Darlington
County School
District",Pate Elementary School,1601018,P,"1010 Indian Branch
Road",Darlington,SC,29550,PK-2,410,843-398-2400,https://pes.dcsdschools.org/,Shannon Fraser,,,29
2023,"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,130,843-398-2700,https://rems.dcsdschools.org/,Kimberly S. Mason,,,13
2023,"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,M,508 Church St.,Society Hill,SC,29593,PK-8,130,843-398-2700,https://rems.dcsdschools.org/,Kimberly S. Mason,,,13
2023,"Darlington
County School
District",St. John's Elementary,1601026,E,140 Park Street,Darlington,SC,29532,PK-5,535,8433982350,https://sje.dcsdschools.org/,Kathryn H. Atkinson,,,39
2023,"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,"437 West Carolina
Avenue","Hartsville, SC",SC,29550,1-5,181,843-857-3090,tes.dcsdschools.org,Melinda Brown,,,17
2023,"Darlington
County School
District",Darlington High School,1601030,H,525 Spring Street,Darlington,SC,29532,9-12,1054,843-398-2730,dhs.dcsdschools.org,Cortney Gehrke,,,63
2023,"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Dr.,Darlington,SC,29532,6-8,919,843-398-5088,dms.dcsdschools.org,Eddie Shuler,,,61
2023,"Darlington
County School
District","Southside Early Childhood
Center",1601032,P,1615 Blanding Dr,Hartsville,SC,29550,PK-K,324,843-857-3310,,Patricia Toney,,,22
2023,"Darlington
County School
District","Mayo High School For
Math, Science &
Technology",1601033,H,"405 Chestnut
Street",Darlington,SC,29532,9-12,334,843-398-2650,https://mhs.dcsdschools.org/,Stephania Lenard,,,23
2023,"Darlington
County School
District","J. L. Cain Elementary
School",1601034,E,605 1st Street,Darlington,SC,29532,PK-5,551,843-398-6220,www.jlc.dcsdschools.org,"Dr. Stephanie H.
Bridges",,,38
2023,"Darlington
County School
District","Bay Road Elementary
School",1601036,E,1251 Bay Road,Hartsville,SC,29550,PK-5,540,8433986300,https://bre.dcsdschools.org/home,Jacqueline Lynn,,,31
2023,"Darlington
County School
District","Lamar-Spaulding
Elementary School",1601037,E,5232 Lamar Hwy,Lamar,SC,29069,PK-5,466,843-398-6370,https://spe.dcsdschools.org/,Kristi Austin,,,32
2023,"Darlington
County School
District","Darlington County School
District",1601999,D,"120 E Smith
Avenue",Darlington,SC,29532,PK-12,9042,843-398-5100,https://www.dcsdschools.org/,"Timothy Newman,
Ed.D.","Timothy
Newman,
Ed.D.","Wanda
Hassler",672
2023,"Dillon District
Three",Latta High School,1703019,H,"618 North
Richardson Street",Latta,SC,29565,9-12,414,843-752-5751,https://www.dillon3.k12.sc.us/LHS/,Nanette W. Carmichael,,,20
2023,"Dillon District
Three",Latta Middle School,1703021,M,"602 North
Richardson Street",Latta,SC,29565,5-8,471,843-752-7117,https://www.dillon3.k12.sc.us/LMS/index.php,Stephanie Ard,,,23
2023,"Dillon District
Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,621,843-752-5295,www.dillon3.k12.sc.us,Dollie R. Morrell,,,30
2023,"Dillon District
Three",Dillon District Three,1703999,D,205 King Street,Latta,SC,0,PK-12,1506,843-752-7101,https://www.dillon3.k12.sc.us/,"George H. Liebenrood
Jr.","George H.
Liebenrood
Jr.",Kyle Berry,73
2023,"Dillon School
District Four",Lake View High School,1704002,H,"401 East Third
Avenue",Lake View,SC,29563,6-12,523,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school,Edison Arnette,,,21
2023,"Dillon School
District Four",Lake View High School,1704002,M,"401 East Third
Avenue",Lake View,SC,29563,6-12,523,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school,Edison Arnette,,,21
2023,"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,365,(843) 759-3003,"https://www.dillon.k12.sc.us/schools/lake_view
_elementary_school",Tamara Nance-Bethea,,,14
2023,"Dillon School
District Four",Dillon High School,1704005,H,"1730 Highway 301
North",Dillon,SC,29536,9-12,869,843-774-1230,dillon.k12.sc.us,Timothy P. Gibbs,,,41
2023,"Dillon School
District Four",East Elementary School,1704007,P,"901 East Harrison
Street",Dillon,SC,29536,PK-3,423,843-774-1222,"https://www.dillon.k12.sc.us/schools/east_elementary
_school",Shannon B. Berry,,,17
2023,"Dillon School
District Four",South Elementary School,1704008,P,900 Patriot Street,Dillon,SC,29536,PK-3,187,843-774-1210,www.dillon.k12.sc.us,Jan Powers-Penuel,,,10
2023,"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,454,843.774.1227,"www.dillon.k12.sc.us/schools/gordon_elementary
_school",Dr. Michael McRae,,,21
2023,"Dillon School
District Four",Dillon Middle School,1704010,M,1803 Joan Dr.,Dillon,SC,29536,6-8,666,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,,,24
2023,"Dillon School
District Four","Stewart Heights
Elementary",1704011,P,"1001 West Calhoun
Street",Dillon,SC,29536,PK-3,393,8437741219,dillon.k12.sc.us,Jan Powers-Penuel,,,18
2023,"Dillon School
District Four",Dillon School District Four,1704999,D,"1738 Highway 301
North",Dillon,SC,29536,PK-12,3880,8437741200,https://www.dillon.k12.sc.us/,Mr. D. Ray Rogers,"Mr. D. Ray
Rogers","Mr. Earl
Gleason,
Jr.",164
2023,"Dorchester
School District
Two",Summerville High School,1802006,H,1101 Boone Hill Rd,Summerville,SC,0,9-12,3308,843-873-6460,https://shs.ddtwo.org/,Kenneth W. Farrell,,,145
2023,"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,"847 Orangeburg
Road","Summerville 
",SC,0,PK-5,699,"843-873-4851
","www.https://kes.ddtwo.org
","Claire B Sieber
",,,37
2023,"Dorchester
School District
Two",Summerville Elementary,1802009,E,835 S Main Street,Summerville,SC,29483,PK-5,528,843-873-2372,https://ses.ddtwo.org/,Jeffrey Lagasca,,,33
2023,"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,"901 John McKissick
Way",Summerville,SC,29483,PK-5,576,843-873-3050,"https://ddtwoorg-46-us-east1-01.preview.finalsitecdn
.com/",Shane O. Sanford,,,40
2023,"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,822,843-873-3890,https://ams.ddtwo.org/,Michelle Leviner,,,48
2023,"Dorchester
School District
Two","Rollings Middle School Of
The Arts",1802012,M,"1635 Beech Hill
Road",Summerville,SC,29485,6-8,799,843-873-3610,https://www.ddtwo.org/RMSA,Patrick Pye,,,44
2023,"Dorchester
School District
Two","Newington Elementary
School",1802013,E,"10 KING CHARLES
CIR",SUMMERVILLE,SC,29485,PK-5,758,8438713230,"https://ddtwoorg-40-us-east1-01.preview.finalsitecdn
.com/",Rachel Cubbage,,,48
2023,"Dorchester
School District
Two","Flowertown Elementary
School",1802014,E,"20 King Charles
Circle",Summerville,SC,29485,PK-5,853,843-871-7400,https://ww2.ddtwo.org/Domain/553,Carey Ball Hodge,,,47
2023,"Dorchester
School District
Two","Charles B Dubose Middle
School",1802016,M,"1005 DuBose
School Road",Summerville,SC,29483,6-8,950,843-875-7012,https://www.ddtwo.org/DMS,Theodore Brinkley,,,56
2023,"Dorchester
School District
Two","Oakbrook Elementary
School",1802017,E,306 Old Fort Drive,Ladson,SC,29456,PK-5,595,843-821-1165,www.ddtwo.org/oes,Kimberly Boutin,,,36
2023,"Dorchester
School District
Two",Oakbrook Middle School,1802018,M,286 Old Fort Drive,Ladson,SC,29456,6-8,1006,847-873-9750,https://oms.ddtwo.org/,Bentli Lewis,,,56
2023,"Dorchester
School District
Two","Windsor Hill Arts Infused
Elementary School",1802019,E,"8600 William
Moultrie Drive",North Charleston,SC,29420,PK-5,693,843-760-9820,https://ww2.ddtwo.org/Domain/1567,Robert Neuner,,,48
2023,"Dorchester
School District
Two","Fort Dorchester High
School",1802020,H,8500 Patriot Blvd.,North Charleston,SC,29420,9-12,2312,843-760-4450,www.ddtwo.org/fdhs,Tripp Aldredge,,,111
2023,"Dorchester
School District
Two","Beech Hill Elementary
School",1802021,E,"1001 Beech Hill
Road",Summerville,SC,29485,PK-5,1101,843-821-3970,"https://ww2.ddtwo.org/bhes
",Rene Wyatt Harris,,,58
2023,"Dorchester
School District
Two",Gregg Middle School,1802022,M,"500 Greenwave
Blvd",Summerville,SC,29483,6-8,850,843-871-3150,https://www.ddtwo.org/gms,William Wilson,,,49
2023,"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,E,"5201 Old Glory
Lane",Summerville,SC,29485,PK-5,892,843-832-5550,https://ww2.ddtwo.org/Domain/687,Annette M. Pletcher,,,54
2023,"Dorchester
School District
Two","Eagle Nest Elementary
School",1802024,E,"8640 River Oaks
Drive",North Charleston,SC,29460,PK-5,680,843-695-2460,https://ww2.ddtwo.org/ees,Marcel L. Brown,,,43
2023,"Dorchester
School District
Two","William M. Reeves, Jr.
Elementary",1802025,E,"1003 DuBose
School Road",SUMMERVILLE,SC,29483,PK-5,914,843-695-2450,https://www.ddtwo.org/RES,Natalie Hayes,,,55
2023,"Dorchester
School District
Two",River Oaks Middle School,1802026,M,"8642 River Oaks
Drive",North Charleston,SC,29420,6-8,849,843-695-2470,https://roms.ddtwo.org/,William Mansor,,,51
2023,"Dorchester
School District
Two",Ashley Ridge High School,1802027,H,"9800 Delemar
Highway",Summerville,SC,29485,9-12,2542,843-695-4900,https://ww2.ddtwo.org/arhs,Brooke M. Matthews,,,109
2023,"Dorchester
School District
Two","Joseph R. Pye Elementary
School",1802028,E,9701 Patriot Blvd.,Ladson,SC,29456,PK-5,823,8436952979,https://jpes.ddtwo.org/,Dr. Priscilla Johnson,,,45
2023,"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,E,"324 Gnarly Oak
Lane",Summerville,SC,29485,PK-5,1133,843-695-5201,Shes.ddtwo.org,Francina Gerald,,,55
2023,"Dorchester
School District
Two","Dr. Eugene Sires
Elementary School",1802030,E,"301 Chandler
Creek Rd.",Summerville,SC,29485,PK-5,858,843-695-5205,https://www.ddtwo.org/ESES,Jacqueline Fleming,,,50
2023,"Dorchester
School District
Two",Alston-Bailey Elementary,1802031,E,"850 W 5TH
NORTH ST",SUMMERVILLE,SC,0,PK-5,715,843-695-5210,https://abes.ddtwo.org/,"Vernisa Yvette
Bodison",,,35
2023,"Dorchester
School District
Two",East Edisto Middle School,1802032,M,1011 Beech Hill Rd,Summerville,SC,29485,6-8,879,843-695-2451,"https://ddtwoorg-34-us-east1-01.preview.finalsitecdn
.com/",Brion Rutherford,,,42
2023,"Dorchester
School District
Two","Dorchester School District
Two",1802999,D,815 South Main St,Summerville,SC,29483,PK-12,26135,8436955355,,"Dr. W. Shane Robbins,
ATC","Dr. W.
Shane
Robbins,
ATC","Mrs. Gail
Hughes",1434
2023,"Dorchester
School District
Four","Harleyville Elementary
School",1804016,E,"1650 East Main
Street",Dorchester,SC,29437,PK-5,226,843-212-6273,https://hes.dorchester4.k12.sc.us/,Chaquilla Green,,,15
2023,"Dorchester
School District
Four",St. George Middle School,1804017,M,"600 Minus Street
",Saint George,SC,29477,6-8,282,843-563-3171,https://stgeorge.dorchester4.k12.sc.us/#,Benjamin Kennedy,,,25
2023,"Dorchester
School District
Four","Williams Memorial
Elementary
School--Dorchester 4",1804018,E,"290 South Metts
Street",St. George,SC,29477,PK-5,574,843-563-3231,wm.dorchester4.k12.sc.us,Ruth Mims,,,45
2023,"Dorchester
School District
Four",Woodland High School,1804019,H,4128 Highway 78,Dorchester,SC,29437,9-12,612,843-563-5956,https://woodland.dorchester4.k12.sc.us,Adrian Busch,,,41
2023,"Dorchester
School District
Four",Clay Hill Elementary School,1804021,E,"387 S. Railroad
Ave",Ridgeville,SC,29472,PK-5,164,8438517386,https://clayhill.dorchester4.k12.sc.us/,April Sanders,,,10
2023,"Dorchester
School District
Four","Harleyville-Ridgeville
Middle School",1804022,M,"1650 East Main
Street",Dorchester,SC,29437,6-8,169,843-462-2470,,Catherine Yates,,,15
2023,"Dorchester
School District
Four","Dorchester School District
Four",1804999,D,500 Ridge Street,Saint George,SC,29477,PK-12,2027,,,Jeff Beckwith,Jeff Beckwith,"Phyllis
Hughes",151
2023,Edgefield,"Strom Thurmond High
School",1901002,H,"1131 Columbia
Road",Johnston,SC,29832,9-12,748,803-275-1768,https://www.edgefield.k12.sc.us/Domain/15,Fran Altringer,,,33
2023,Edgefield,"Douglas Elementary
School",1901003,E,"215 S. E. Diggs
Road",Trenton,SC,29847,PK-5,201,803-275-1752,,LaSonja Hagans,,,17
2023,Edgefield,Johnston Elementary,1901005,E,,,,0,PK-5,254,,,,,,22
2023,Edgefield,"W. E. Parker Elementary
School",1901007,E,41 Crest Rd.,Edgefield,SC,29824,PK-5,375,803-637-4020,https://www.edgefield.k12.sc.us/wep,Charidy Quattlebaum,,,27
2023,Edgefield,"Merriwether Elementary
School",1901008,E,"565 springhaven
drive",North Augusta,SC,29860,PK-5,768,8032799993,edgefield.k12.sc.us,Fredrick Bruce Lee,,,41
2023,Edgefield,"Johnston-Edgefield-Trenton
Middle School",1901009,M,1095 Columbia Rd.,Johnston,SC,29832,6-8,387,803-275-1997,https://www.edgefield.k12.sc.us/Domain/11,Debbie K. Courtney,,,28
2023,Edgefield,Merriwether Middle School,1901010,M,430 Murrah Road,NORTH AUGUSTA,SC,0,6-8,367,803-279-2511,https://www.edgefield.k12.sc.us/mms,Mindy Clark,,,23
2023,Edgefield,Edgefield,1901999,D,3 Par Drive,Johnston,SC,29832,PK-12,3100,803-275-4601,https://ecsd.edgefield.k12.sc.us/,Dr. Kevin O'Gorman,"Dr. Kevin
O'Gorman","Mrs. Robin
Ball",200
2023,"Fairfield
County School
District",Fairfield Middle School,2001001,M,728 US-321 BYP,Winnsboro,SC,29180,7-8,337,803-635-4270,fms.fairfield1.org,"Jamie R. Brunson/
Brandon L. Dixon",,,34
2023,"Fairfield
County School
District","Kelly Miller Elementary
School",2001008,E,"255 Kelly Miller
Road",Winnsboro,SC,29180,PK-6,205,803-635-2961,https://kmes.fairfield1.org/,Mrs. Kathy R. Woodard,,,18
2023,"Fairfield
County School
District","Mccrorey-Liston School Of
Technology",2001009,E,"1978 State
Highway 215 South",Blair,SC,29015,PK-6,135,8036359490,mlst.fairfield1.org,Dr. Chandra Bell,,,13
2023,"Fairfield
County School
District",Geiger Elementary School,2001012,E,150 TM Cook Lane,Ridgeway,SC,29130,PK-6,259,803-337-8288,https://ges.fairfield1.org/,Dr. Roberta Heyward,,,20
2023,"Fairfield
County School
District","Fairfield Central High
School",2001013,H,"836 US Highway
321 Bypass South",Winnsboro,SC,29180,9-12,662,8036351441,fchs.fairfield1.org,Dr. Tracie Swilley,,,49
2023,"Fairfield
County School
District",Fairfield Elementary School,2001014,E,175 Medley Road,Winnsboro,SC,0,PK-6,463,803-635-5594,https://fes.fairfield1.org,Dr. Tammy F. Martin,,,41
2023,"Fairfield
County School
District","Fairfield Magnet School For
Math And Science",2001015,E,"1327 Highway 321
ByPass North",Winnsboro,SC,29180,PK-6,217,803-635-4810,https://twitter.com/FMSMSWildcats,Dr. Shayera Whitfield,,,23
2023,"Fairfield
County School
District","Fairfield County School
District",2001999,D,"1226 US Highway
321 ByPass South",Winnsboro,SC,29180,PK-12,2278,803-635-4307,https://www.fairfield1.org/,Dr. J.R. Green,"Dr. J.R.
Green","Henry
Miller",219
2023,"Florence 1
Schools","John W. Moore Middle
School",2101002,M,"191 Westfield
Drive",Florence,SC,29501,6-8,1044,843-664-8171,https://www.f1s.org/JohnWMoore,April Leroy,,,63
2023,"Florence 1
Schools","South Florence High
School",2101004,H,"3200 South Irby
Street",Florence,SC,29505,9-12,1643,843-664-8190,https://southflorence.f1s.org/,Shand Josey,,,91
2023,"Florence 1
Schools",Williams Middle School,2101005,M,"1119 North Irby
Street",Florence,SC,29501,6-8,836,843-664-8162,https://www.f1s.org/williams,Carrie Ann Brigman,,,52
2023,"Florence 1
Schools",Wilson High School,2101006,H,"1411 Old Marion
Hwy",Florence,SC,29506,9-12,1365,843-664-8440,"https://www.f1s.org/wilson
",Dr. Eric D. Robinson,,,87
2023,"Florence 1
Schools",Briggs Elementary School,2101008,E,"1012 Congaree
Drive",Florence,SC,29501,K-5,434,843-664-8169,https://www.f1s.org/briggs,Tara Newton,,,32
2023,"Florence 1
Schools","Carver Elementary Magnet
School",2101009,E,515 N CASHUA DR,FLORENCE,SC,29501,K-5,570,843-664-8156,https://www.f1s.org/Carver,Josie D. Little,,,39
2023,"Florence 1
Schools","Delmae Heights
Elementary School",2101010,E,1211 Cashua Drive,Florence,SC,29501,K-5,981,843-664-8448,www.fsd1.org/delmae,Roy Ann Jolley,,,56
2023,"Florence 1
Schools","Greenwood Elementary
School",2101011,E,"2300 East Howe
Springs Road",Florence,SC,29505,K-5,542,843-664-8451,greenwood.fs1.org,Tina L. Johnson,,,36
2023,"Florence 1
Schools","Mclaurin Elementary
School",2101012,E,"1400 McMillan
Lane",Florence,SC,29506,PK-5,957,8436648457,https://www.f1s.org/mclaurin,Deborah L. Cribb,,,61
2023,"Florence 1
Schools",Lester Elementary,2101013,E,"3501 East Palmetto
St",Florence,SC,29506,K-5,265,843-664-8459,https://lester.f1s.org/our-school/about-us,Janette Williams,,,26
2023,"Florence 1
Schools",West Florence High School,2101014,H,"221 N. Beltline
Drive",Florence,SC,29501,9-12,1807,843-664-8472,https://westflorence.f1s.org/,Matthew Dowdell,,,99
2023,"Florence 1
Schools",North Vista Elementary,2101016,E,"1100 North Irby
Street",Florence,SC,29501,K-5,464,843-664-8159,,Sharon R. Dixon,,,47
2023,"Florence 1
Schools",Royall Elementary School,2101017,E,1101 Cheraw Drive,Florence,SC,29501,K-5,478,843-664-8167,f1s.org/Royall,Julie Smith,,,38
2023,"Florence 1
Schools","Savannah Grove
Elementary School",2101018,E,"2348 SAVANNAH
GROVE ROAD",EFFINGHAM,SC,29541,K-5,432,843-664-8463,https://savannahgrove.f1s.org/,LaTonya Yates-Ford,,,28
2023,"Florence 1
Schools","Dewey L. Carter
Elementary School",2101019,E,4937 S Irby Street,Effingham,SC,29541,PK-5,583,8436648479,https://www.f1s.org/deweylcarter,Wendy Frazier,,,41
2023,"Florence 1
Schools","Henry Timrod Elementary
School",2101020,E,"1901 E. Old Marion
Hwy.",Florence,SC,29506,K-5,282,843-664-8454,https://www.f1s.org/timrod,Elizabeth C. Jackson,,,24
2023,"Florence 1
Schools",Wallace Gregg Elementary,2101021,E,"515 Francis Marion
Rd",Florence,SC,29506,K-5,278,843-664-8481,,Tara King,,,17
2023,"Florence 1
Schools",Southside Middle School,2101022,M,"290 West John
Paul Jones Road",Effingham,SC,29541,6-8,1100,843-664-8467,https://southside.f1s.org/,Jeffery Gaines,,,67
2023,"Florence 1
Schools",Brockington Elementary,2101043,E,304 Kemper St.,Timmonsville,SC,29161,PK-5,301,843-346-3956,https://brockington.f1s.org/,"Wanda
Williams-Parrott",,,22
2023,"Florence 1
Schools","Henry L. Sneed Middle
School",2101050,M,"1102 S Ebenezer
Road",Florence,SC,29501,6-8,693,843-673-1199,f1s.org/sneed,Joni L. Bown,,,48
2023,"Florence 1
Schools","Lucy T. Davis Elementary
School",2101051,E,201 Westfield Drive,Florence,SC,29501,K-5,564,843-665-5977,f1s.org/LucyTDavis,Sonya Graves,,,40
2023,"Florence 1
Schools","Palmetto Youth Academy
Charter",2101600,E,,,,0,K-6,54,,,,,,*
