ReportCardYear,DistrictNm,SchoolNm,SCHOOLID,"Report
Card Type
(P,E,M,H,D)",street,city,state,zip,GRADESPAN,Enrollment,hdphone,URL,headname,supername,chair,TeacherCount
2020,"Chesterfield
County School
District","Cheraw Intermediate
School",1301026,E,421 Chesterfield Hwy,Cheraw,SC,29520,3-5,422,843-921-1030,https://cis.chesterfieldschools.org/,Scott Eddins,,,30
2020,"Chesterfield
County School
District",Pageland Elementary,1301027,E,715 West McGregor Street,Pageland,SC,29728,3-5,371,843-672-2400,"https://pes.chesterfieldschools.org/
",Ellen Middleton,,,25
2020,"Chesterfield
County School
District","Chesterfield-Ruby Middle
School",1301028,M,14445 Hwy 9,Chesterfield,SC,29709,6-8,410,843-623-9401,http://crms.chesterfieldschools.org/,Neil Adams,,,26
2020,"Chesterfield
County School
District","Chesterfield County School
District",1301999,D,401 West Boulevard,Chesterfield,SC,29709,PK-12,6997,843-623-2175,https://www.chesterfieldschools.org,Dr. Harrison Goodwin,"Dr. Harrison
Goodwin","Mr. Wesley
Miles",499
2020,"Clarendon
School District
One","Scott's Branch Middle High
School",1401001,H,9253 Alex Harvin Hwy.,Summerton,SC,29148,9-12,210,803-574-2100,clarendon-sbhs.ss14.sharpschool.com,Dr. Nathaniel Nelson,,,15
2020,"Clarendon
School District
One",St. Paul Elementary School,1401005,E,9297 Alex Harvin Hwy,"Summerton, SC",SC,29148,3-5,149,803-574-2150,http://clarendon-spes.ss14.sharpschool.com/,Joaquin Brown,,,11
2020,"Clarendon
School District
One",Scott's Branch Middle,1401020,M,9253 Alex Harvin Highway,Summerton,SC,29148,6-8,164,803-574-2100,http://clarendon-sbhs.ss14.sharpschool.com/,Corey Burgess,,,11
2020,"Clarendon
School District
One","Summerton Early
Childhood Center",1401022,P,8 S Church Street,Summerton,SC,29148,PK-2,167,803-485-2102,http://clarendon-secc.ss14.sharpschool.com/,Patricia R. Middleton,,,8
2020,"Clarendon
School District
One","Clarendon School District
One",1401999,D,"PO Box 38
12 South
Church Street",Summerton,SC,29148,PK-12,690,8034852325,,Barbara Ragin Champagne,"Barbara
Ragin
Champagne","Tony
Junious",45
2020,"Clarendon
School District
Two",Manning High School,1402007,H,1255 Paxville Highway,Manning,SC,29102,9-12,850,803-435-4417,https://www.clarendon2.k12.sc.us,Patricia Moultrie-Goldsmith,,,46
2020,"Clarendon
School District
Two",Manning Jr. High School,1402011,M,1101 W. L. Hamilton Road,Manning,SC,29102,7-8,481,803-435-8195,www.clarendon2.k12.sc.us,Terrie T. Ard,,,31
2020,"Clarendon
School District
Two",Manning Primary,1402012,P,125 North Boundary Street,Manning,SC,29102,1-3,408,803-435-2268,https://www.clarendon2.k12.sc.us/Domain/9,Tiffani Burgess,,,28
2020,"Clarendon
School District
Two","Manning Elementary
School",1402013,E,311 W Boyce St,Manning,SC,29102,4-6,620,803-435-5066,www.clarendon2.k12.sc.us.,Allyson H Goff,,,38
2020,"Clarendon
School District
Two","Manning Early Childhood
Center",1402014,P,2759 Raccoon Road,Manning,SC,29102,PK-1,492,803-473-4744,https://www.clarendon2.k12.sc.us/Domain/8,Rosa D. Stokes,,,32
2020,"Clarendon
School District
Two","Phoenix Charter High
School",1402610,H,1423 Hotel Street,Alcolu,SC,29001,9-12,26,803-505-6800,https://www.clarendon2.k12.sc.us/Domain/13,Brenda C. Clark,,,4
2020,"Clarendon
School District
Two","Clarendon School District
Two",1402999,D,"P.O. Box 1252
15 Major
Drive",Manning,SC,29102,PK-12,2877,8034354435,clarendon2.k12.sc.us,Dr. Shawn Johnson,"Dr. Shawn
Johnson","Kimberly O.
Johnson",179
2020,Clarendon 3,"East Clarendon Middle /
High School",1403016,H,1101 Pope Street,Turbeville,SC,29162,6-12,747,843-659-2185,eastclarendon.org,Jason Cook,,,45
2020,Clarendon 3,"East Clarendon Middle /
High School",1403016,M,1101 Pope Street,Turbeville,SC,29162,6-12,747,843-659-2185,eastclarendon.org,Jason Cook,,,45
2020,Clarendon 3,"Walker Gamble Elementary
School",1403019,E,2358 Walker Gamble Road,"New Zion, SC",SC,29111,PK-5,546,843-659-2102,www.walkergamble.com,Allen Kirby,,,39
2020,Clarendon 3,Clarendon 3,1403999,D,"1177 Atkinson Street
P.O.
Drawer 270",TURBEVILLE,SC,29162,PK-12,1293,8436592188,clarendon3.org,"Connie J. Dennis, Ph.D.","Connie J.
Dennis,
Ph.D.","Jason
Newsome",84
2020,"Colleton
County","Colleton County High
School",1501005,H,150 Cougar Nation Dr.,Walterboro,SC,29488,9-12,1443,843-782-0031,https://cchs.colleton.k12.sc.us/,Maurice Cannon,,,91
2020,"Colleton
County",Bells Elementary School,1501006,E,12088 Bells Highway,"Ruffin, SC",SC,29475,PK-5,347,843-782-0012,bes.colleton.k12.sc.us,Amy Liebenrood,,,24
2020,"Colleton
County","Black Street Early
Childhood Center",1501008,P,,,SC,0,PK-K,371,,,Barbara Kulisek,,,25
2020,"Colleton
County","Cottageville Elementary
School",1501011,E,648 Peirce Road,Cottageville,SC,29435,PK-5,528,843-782-4528,https://ces.colleton.k12.sc.us/,Janis Headden,,,36
2020,"Colleton
County","Forest Hills Elementary
School",1501012,E,633 Hiers Corner Rd,Walterboro,SC,29488,1-5,556,843-782-4512,https://fhe.colleton.k12.sc.us,Wilsey Hamilton,,,39
2020,"Colleton
County","Northside Elementary
School",1501020,E,1929 Industrial Road,Walterboro,SC,29488,1-5,502,843-782-0015,http://nes.colleton.k12.sc.us/,Catherine Fanchette,,,33
2020,"Colleton
County",Hendersonville Elementary,1501021,E,"6089 Hendersonville
Highway",Walterboro,SC,29488,PK-5,340,843 782 0027,https://hes.colleton.k12.sc.us/,Marcella Glover,,,22
2020,"Colleton
County","Colleton County Middle
School",1501022,M,"1379 Tuskegee Airmen
Drive",Walterboro,SC,29488,6-8,1296,843-782-0040,,Lauren E Behie,,,70
2020,"Colleton
County",Colleton County,1501999,D,500 Forest Circle,Walterboro,SC,29488,PK-12,5383,843-782-4510,www.colleton.k12.sc.us,Mr. John Tindal,"Mr. John
Tindal","Mr. Tim
Mabry",352
2020,"Darlington
County School
District",Hartsville Middle School,1601004,M,1427 Fourteenth Street,Hartsville,SC,29550,6-8,1038,843-857-3000,"hmsdcsd@sharpschool,com",Brian Hickman,,,64
2020,"Darlington
County School
District",Hartsville High School,1601005,H,701 Lewellyn Ave.,Hartsville,SC,29550,9-12,1181,843-857-3700,http://hhs.dcsdschools.org/,Corey Lewis,,,76
2020,"Darlington
County School
District",Lamar High School,1601006,H,216 N Darlington Ave,Lamar,SC,29069,9-12,259,843-326-7500,lhsdcsd.sharpschool.com,Kathy Gainey,,,18
2020,"Darlington
County School
District",Spaulding Middle School,1601010,M,"400 East Cartersville
Highway",Lamar,SC,29069,6-8,242,843-326-7625,http://spm.dcsdschools.org/,Nicole Jones,,,18
2020,"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,413 Brockington Road,Darlington SC,SC,29532,3-5,391,843-398-2500,http://bes.dcsdschools.org/,Stephanie H. Bridges,,,24
2020,"Darlington
County School
District",Cain Elementary,1601014,P,607 First Street,Darlington,SC,29532,PK-2,307,843-398-2450,http://jlc.dcsdschools.org/,Carla Watford,,,16
2020,"Darlington
County School
District","Carolina Elementary
School",1601015,E,719 West Carolina Avenue,Hartsville,SC,29550,1-5,277,843-857-3230,http://ces.dcsdschools.org/,Kathryn Abbott,,,19
2020,"Darlington
County School
District",Lamar Elementary School,1601016,P,"214 North Darlington
Avenue",Lamar,SC,29069,PK-2,284,843-326-7575,www.les.dcsdschools.org,Melinda Brown,,,19
2020,"Darlington
County School
District","North Hartsville Elementary
School",1601017,E,110 School Drive,Hartsville,SC,29550,1-5,611,843-857-3200,http://nhe.dcsdschools.org/,Kristi Austin,,,40
2020,"Darlington
County School
District",Pate Elementary School,1601018,P,1010 Indian Branch Road,Darlington,SC,29532,PK-2,419,8433985070,"
pes.dcsdschools.org
",Shannon Fraser,,,25
2020,"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,139,843-398-2700,"http://rems.dcsdschools.org/
",Kimberly Mason,,,13
2020,"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,M,508 Church St.,Society Hill,SC,29593,PK-8,139,843-398-2700,"http://rems.dcsdschools.org/
",Kimberly Mason,,,13
2020,"Darlington
County School
District","Spaulding Elementary
School",1601023,E,204 E. Pearl Street,Lamar,SC,29069,3-5,237,843-326-7666,spe.dcsdschools.org,Jacqueline  Lynn,,,13
2020,"Darlington
County School
District","Brunson-Dargan
Elementary School",1601024,E,400 Wells Street,"Darlington



DD",SC,29532,3-5,210,8433982533,http://bde.dcsdschools.org/,Ada. O. Sindab,,,15
2020,"Darlington
County School
District","St. John's Elementary
School",1601026,E,"140 Park St.
","Darlington, SC",SC,29532,PK-5,581,8433982327,darlington.k12.sc.us,Karen E. Kinloch,,,39
2020,"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,437 W Carolina Ave,Hartsville,SC,29550,1-5,280,843-857-3090,tes.dcsdschools.org,Dr. Likenya Jenkins,,,23
2020,"Darlington
County School
District","West Hartsville Elementary
School",1601028,E,PO Box 1117,PO Box 1117,SC,0,3-5,333,8433982276,,Julie Jones Mahn,,,22
2020,"Darlington
County School
District","Washington Street
Elementary School",1601029,P,325 Washington St,Hartsville,SC,29550,1-2,194,843-383-3141,http://wse.dcsdschools.org/,Don Doggett,,,15
2020,"Darlington
County School
District",Darlington High School,1601030,H,525 Spring Street,Darlington,SC,29532,9-12,1099,843-398-2730,http://dhsdcsd.sharpschool.com/,Cortney Gehrke,,,72
2020,"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,1032,843-398-5088,http://dms.dcsdschools.org/,Eddie Shuler,,,58
2020,"Darlington
County School
District","Southside Early Childhood
Center",1601032,P,1615 Blanding Drive,Hartsville,SC,29550,PK-K,392,843-857-3310,http://sse.dcsdschools.org/home.aspx,Patricia Ann Toney,,,24
2020,"Darlington
County School
District","Mayo High School For
Math, Science &
Technology",1601033,H,"
405 Chestnut Street",Darlington,SC,29532,9-12,316,843-398-2650,http://mhs.dcsdschools.org/,Arlene B. Wallace,,,23
2020,"Darlington
County School
District","Darlington County School
District",1601999,D,120 East Smith Avenue,Darlington,SC,29532,PK-12,9822,843-398-5100,http://www.darlington.k12.sc.us/,Dr. Timothy Newman,"Dr. Timothy
Newman","Warren
Jeffords",655
2020,"Dillon District
Three",Latta High School,1703019,H,618 North Richardson St.,Latta,SC,29565,9-12,445,843-752-5751,http://www.dillon3.k12.sc.us/LHS/,Leigh Sloan,,,25
2020,"Dillon District
Three",Latta Middle School,1703021,M,602 North Richardson Street,Latta,SC,29565,5-8,469,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Debra P. Morris,,,27
2020,"Dillon District
Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,662,843-752-5295,www.dillon3.k12.sc.us,Dollie R. Morrell,,,38
2020,"Dillon District
Three",Dillon District Three,1703999,D,205 King Street,Latta,SC,29565,PK-12,1576,843-752-7101,www.dillon3.k12.sc.us,"Dr. John M. Kirby, Jr.","Dr. John M.
Kirby, Jr.",Kyle Berry,90
2020,"Dillon School
District Four",Lake View High School,1704002,H,401 East Third Avenue,"Lake View, South
Carolina",SC,29563,6-12,530,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,,,35
2020,"Dillon School
District Four",Lake View High School,1704002,M,401 East Third Avenue,"Lake View, South
Carolina",SC,29563,6-12,530,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,,,35
2020,"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,343,843-759-3003,www.dillon.k12.sc.us,Kimberly Walsh,,,21
2020,"Dillon School
District Four",Dillon High School,1704005,H,1730 Hwy 301 North,Dillon,SC,29536,9-12,846,(843)774-1230,http://www.dillon.k12.sc.us/schools/dillon_high_school,Timothy P. Gibbs,,,49
2020,"Dillon School
District Four",East Elementary School,1704007,P,901 East Harrison Street,Dillon,SC,29536,PK-3,484,843-774-1222,"http://www.dillon.k12.sc.us/schools/east_elementary
_school",Mrs. Shannon Bailey Berry,,,25
2020,"Dillon School
District Four",South Elementary School,1704008,P,900 Patriot Street,Dillon,SC,29536,PK-3,209,843-774-1210,www.dillon.k12.sc.us,Jan Powers-Penuel,,,14
2020,"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Avenue,Dillon,SC,29536,4-5,471,843-774-1227,"http://www.dillon.k12.sc.us/schools/gordon
_elementary_school","Famon V. Whitfield, III",,,24
2020,"Dillon School
District Four",Dillon Middle School,1704010,M,1803 Joan Drive,Dillon,SC,29536,6-8,733,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,,,42
2020,"Dillon School
District Four","Stewart Heights
Elementary",1704011,P,1001 West Calhoun Street,Dillon,SC,29536,PK-3,375,843-774-1219,www.dillon.k12.sc.us,Dr. Wendy C. Pace,,,20
2020,"Dillon School
District Four",Dillon School District Four,1704999,D,1738 Highway 301 North,Dillon,SC,29536,PK-12,3991,843-774-1200,www.dillon.k12.sc.us,D. Ray Rogers,"D. Ray
Rogers","Earl
Gleason, Jr.",230
2020,"Dorchester
School District
Two",Summerville High School,1802006,H,1101 Boone Hill Road,Summerville,SC,29483,9-12,3182,843-873-6460,https://www.ddtwo.org/SHS,Kenny Farrell,,,164
2020,"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,731,843-873-4851,https://www.ddtwo.org/kes,Claire Sieber,,,48
2020,"Dorchester
School District
Two","Summerville Elementary
School",1802009,E,835 South Main Street,Summerville,SC,29483,PK-5,584,843-873-2372,https://www.ddtwo.org/Domain/1356,Katie Barker,,,38
2020,"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,901 John McKissick Way,Summerville,SC,29483,PK-5,661,843-873-3050,https://www.ddtwo.org/SPANN,Shane Sanford,,,44
2020,"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,821,843-873-3890,https://www.ddtwo.org/ams,"Michelle Leviner, Ed.D",,,53
2020,"Dorchester
School District
Two","Rollings Middle School Of
The Arts",1802012,M,1635 Beech Hill Road,Summerville,SC,29485,6-8,740,843-873-3610,https://www.ddtwo.org/RMSA,Patrick Pye,,,43
2020,"Dorchester
School District
Two","Newington Elementary
School",1802013,E,10 King Charles Circle,Summerville,SC,29485,PK-5,845,843-871-3230,https://www.ddtwo.org/NES,Rachel Cubbage,,,58
2020,"Dorchester
School District
Two","Flowertown Elementary
School",1802014,E,"20 King Charles Circle

",Summerville,SC,29485,PK-5,904,843-871-7400,https://www.ddtwo.org/FES,Carey Ball Hodge,,,64
2020,"Dorchester
School District
Two","Charles Dubose Middle
School",1802016,M,1005 DuBose School Road,Summerville,SC,29483,6-8,1312,843-875-7012,https://www.ddtwo.org/DMS,Theodore Brinkley,,,72
2020,"Dorchester
School District
Two","Oakbrook Elementary
School",1802017,E,306 Old Fort Dr.,Ladson,SC,29456,PK-5,660,843-821-1165,https://www.ddtwo.org/OES,Kimberly Boutin,,,40
2020,"Dorchester
School District
Two",Oakbrook Middle School,1802018,M,"286 Old Fort Drive
","Ladson, SC",SC,29456,6-8,1182,843-873-9750,https://www.ddtwo.org/OMS,Brandon Pitcher,,,69
2020,"Dorchester
School District
Two","Windsor Hill Arts Infused
Elementary School",1802019,E,8600 William Moultrie Drive,North Charleston,SC,29420,PK-5,797,843-760-9820,https://www.ddtwo.org/Domain/1567,Robert Neuner,,,60
2020,"Dorchester
School District
Two","Fort Dorchester High
School",1802020,H,8500 Patriot Blvd,North Charleston,SC,29420,9-12,2255,843-760-4450,https://www.ddtwo.org/fdhs,"Raymond J. ""Tripp""
Aldredge, III",,,126
2020,"Dorchester
School District
Two",Beech Hill Elementary,1802021,E,1001 Beech Hill Road,Summerville,SC,29485,PK-5,937,843-821-3970,https://www.ddtwo.org/BHES,Rene Wyatt Harris,,,60
2020,"Dorchester
School District
Two",Gregg Middle School,1802022,M,500 Greenwave Blvd,Summerville,SC,29483,6-8,1256,843-871-3150,https://www.ddtwo.org/GMS,Will Wilson,,,71
2020,"Dorchester
School District
Two","Fort Dorchester Elementary
School",1802023,E,5201 Old Glory Lane,Summerville,SC,29485,PK-5,974,843-832-5550,https://www.ddtwo.org/FDES,Annette Pletcher,,,60
2020,"Dorchester
School District
Two",Eagle Nest Elementary,1802024,E,8640 River Oaks Drive,North Charleston,SC,29420,PK-5,771,843-695-2460,https://www.ddtwo.org/Domain/506,Tamara Diebold,,,53
2020,"Dorchester
School District
Two","William M. Reeves, Jr.
Elementary",1802025,E,1003 DuBose School Road,Summerville,SC,29483,PK-5,925,843-695-2450,https://www.ddtwo.org/res,Natalie Hayes,,,59
2020,"Dorchester
School District
Two",River Oaks Middle School,1802026,M,8642 River Oaks Drive,North Charleston,SC,29420,6-8,1036,843-695-2470,https://www.ddtwo.org/roms,William Mansor,,,60
2020,"Dorchester
School District
Two",Ashley Ridge High School,1802027,H,9800 Delemar Highway,Summerville,SC,29485,9-12,2248,843-695-4900,https://www.ddtwo.org/ARHS,Karen Perkins Radcliffe,,,122
2020,"Dorchester
School District
Two",Joseph Pye Elementary,1802028,E,9701 Patriot Blvd,9701 Patriot Blvd,SC,29456,PK-5,982,843-695-2979,https://www.ddtwo.org/Domain/7,Wanda G. Williams,,,61
2020,"Dorchester
School District
Two","Sand Hill Elementary
School",1802029,E,324 Gnarly Oak Lane,Summerville,SC,29485,PK-5,870,843-695-5201,https://www.ddtwo.org/SHES,Ms. Francina Gerald,,,54
2020,"Dorchester
School District
Two","Dr. Eugene Sires
Elementary School",1802030,E,301 Chandler Creek Road,Summerville,SC,29485,PK-5,806,843-695-5205,https://www.ddtwo.org/Domain/464,Mrs. Laura Blanchard,,,51
2020,"Dorchester
School District
Two","Alston-Bailey Elementary
School",1802031,E,820 West 5th North Street,Summerville,SC,29483,PK-5,749,843-695-5210,https://www.ddtwo.org/abes,Vernisa Y Bodison,,,51
2020,"Dorchester
School District
Two","Dorchester School District
Two",1802999,D,115 Devon Road,Summerville,SC,29483,PK-12,26228,843-873-2901,https://www.ddtwo.org/,Joseph R. Pye,"Joseph R.
Pye","Mrs.Tanya
Robinson",1600
2020,"Dorchester
District 4","Harleyville Elementary
School",1804016,E,1650 East Main Street,Dorchester,SC,29437,PK-5,243,843-462-7672,"https://hesdorchestersc.schoolinsites.com/
",Chaquilla  Green,,,21
2020,"Dorchester
District 4",St. George Middle School,1804017,M,600 Minus Street,St. George,SC,29477,6-8,318,843-563-3171,https://stgeorge.dorchester4.k12.sc.us/,Benjamin Kennedy,,,23
2020,"Dorchester
District 4","Williams Memorial
Elementary School",1804018,E,290 South Metts Street,St. George,SC,29477,PK-5,671,(843)563-3231,https://wmesdorchestersc.schoolinsites.com/,Ruth Mims,,,48
2020,"Dorchester
District 4",Woodland High School,1804019,H,4128 US-78,Dorchester SC,SC,29437,9-12,640,843-563-5956,"https://woodland.dorchester4.k12.sc.us/
",Michael White,,,45
2020,"Dorchester
District 4",Clay Hill Elementary School,1804021,E,"387 S Railroad Ave,",Ridgeville,SC,29472,PK-5,158,(843) 851-7386,https://clayhill.dorchester4.k12.sc.us/,Dr. Gwendolyn Bright,,,13
2020,"Dorchester
District 4","Harleyville-Ridgeville
Middle School",1804022,M,1650 East Main Street,Dorchester,SC,29437,6-8,233,843-462-2470,https://hrm.dorchester4.k12.sc.us/,Catherine Yates,,,18
2020,"Dorchester
District 4",Dorchester District 4,1804999,D,500 Ridge St.,St. George,SC,29477,PK-12,2263,843-563-4535,https://www.dorchester4.k12.sc.us/,Dr. Kelvin Wymbs,"Dr. Kelvin
Wymbs","Dr. Kenneth
Jenkins",171
2020,"Edgefield
County School
District","Strom Thurmond High
School",1901002,H,1131 Columbia Road,Johnston,SC,29832,9-12,780,803-275-1768,https://sths.edgefield.k12.sc.us/,Robert Grimm,,,48
2020,"Edgefield
County School
District","Douglas Elementary
School",1901003,E,215 S.E. Diggs Road,Trenton,SC,29847,PK-5,192,803-275-1752,https://des.edgefield.k12.sc.us,Beth Blum,,,22
2020,"Edgefield
County School
District","Johnston Elementary
School",1901005,E,514 Lee Street,Johnston,SC,29832,PK-5,295,803-275-1755,https://jes.edgefield.k12.sc.us/,Tammy Martin,,,25
2020,"Edgefield
County School
District",W. E. Parker Elementary,1901007,E,41 Crest Road,Edgefield,SC,29824,PK-5,414,803-637-4020,https://wep.edgefield.k12.sc.us/,Jaime S. Creasy,,,33
2020,"Edgefield
County School
District","Merriwether Elementary
School",1901008,E,565,Springhaven drive,SC,29860,PK-5,776,8032799993,https://mes.edgefield.k12.sc.us/,Fredrick Bruce Lee,,,48
2020,"Edgefield
County School
District","Johnston-Edgefield-Trenton
Middle",1901009,M,1095 Columbia Rd,Johnston,SC,29832,6-8,454,803-275-1997,jet.edgefield.k12.sc.us,Debbie Courtney,,,40
2020,"Edgefield
County School
District",Merriwether Middle School,1901010,M,430 Murrah Road,North Augusta,SC,29860,6-8,383,8032792511,https://mms.edgefield.k12.sc.us/,Derek Forrest,,,26
2020,"Edgefield
County School
District","Edgefield County School
District",1901999,D,3 Par Drive,Johnston,SC,29832,PK-12,3294,803-275-4601,www.edgefield.k12.sc.us,Dr. Kevin O'Gorman,"Dr. Kevin
O'Gorman","Mrs. Robin
Ball",256
2020,"Fairfield
County School
District",Fairfield Middle School,2001001,M,"728 US Highway 321
Bypass South","Winnsboro, SC",SC,29180,7-8,393,803-635-4270,http://fms.fairfield1.org,Jamie R. Brunson,,,38
2020,"Fairfield
County School
District","Kelly Miller Elementary
School",2001008,E,255 Kelly Miller Road,Winnsboro,SC,29180,PK-6,203,803-635-2961,https://kmes.fairfield1.org/,Mrs. Kathy R. Woodard,,,20
2020,"Fairfield
County School
District","Mccrorey-Liston School Of
Technology",2001009,E,"1978 State Highway 215
South","1978 State Highway
215 South",SC,0,PK-6,133,8036919674,"https://sites.google.com/a/fcsdchromebooks.us
/mccrorey-liston/",Dr. Chandra Bell,,,16
2020,"Fairfield
County School
District",Geiger Elementary,2001012,E,150 T.M. Cook Lane,Ridgeway,SC,29130,PK-6,262,803-337-8288,https://ges.fairfield1.org/,Myra Combs- Bramlett,,,25
2020,"Fairfield
County School
District","Fairfield Central High
School",2001013,H,"836 US Highway 321
Bypass South",Winnsboro,SC,29180,9-12,735,803-635-1441,fchs.fairfield1.org,Dr. Tracie Swilley,,,56
2020,"Fairfield
County School
District",Fairfield Elementary School,2001014,E,175 Medley Road,Winnsboro,SC,29180,PK-6,516,803-635-5594,fes.fairfield1.org,Dr. Tammy F. Martin,,,53
2020,"Fairfield
County School
District","Fairfield Magnet School For
Math And Science",2001015,E,"1647 Highyway 321 By-Pass
North","1647 Highyway 321
By-Pass North,
Winnsboro, SC
29180",SC,29180,PK-6,248,803-635-4810,fmsms.fairfield1.org,Dr. Shayera Whitfield,,,25
2020,"Fairfield
County School
District","Fairfield County School
District",2001999,D,"1226 US Highway 321
ByPass south",Winnsboro,SC,29180,PK-12,2490,803-635-4305,www.fairfield1.org,Dr. J.R. Green,"Dr. J.R.
Green","William
Frick",256
2020,"Florence One
Schools","John W. Moore
Intermediate School",2101002,E,191 Westfield Drive,Florence,SC,29501,5-6,912,843-664-8171,https://www.f1s.org/johnwmoore,Carol Schweitz,,,56
2020,"Florence One
Schools","South Florence High
School",2101004,H,3200 South Irby Street,Florence,SC,29505,9-12,1677,843-664-8190,https://f1s.org/southflorence,Kimberly Mack,,,92
2020,"Florence One
Schools",Williams Middle School,2101005,M,1119 North Irby Street,Florence,SC,29501,7-8,733,843-664-8162,https://www.f1s.org/williams,Pamela Johnson,,,66
2020,"Florence One
Schools",Wilson High School,2101006,H,1411 Old Marion Hwy,Florence,SC,29506,9-12,1173,843-664-8440,https://www.f1s.org/wilson,Dr. Eric D. Robinson,,,93
2020,"Florence One
Schools",Briggs Elementary School,2101008,E,1012 Congaree Drive,Florence,SC,29501,K-6,581,843-664-8169,www.f1s.org/briggs,Tara Newton,,,42
2020,"Florence One
Schools","Carver Elementary Magnet
School",2101009,E,515 North Cashua Drive,Florence,SC,29501,K-4,509,843-664-8156,https://www.f1s.org/Carver,Josie Little,,,40
2020,"Florence One
Schools","Delmae Heights
Elementary School",2101010,E,1211 South Cashua Drive,Florence,SC,29506,K-4,745,843-664-8448,www.fsd1.org/delmae,Roy Ann Jolley,,,46
2020,"Florence One
Schools","Greenwood Elementary
School",2101011,E,2300 E. Howe Springs Rd.,Florence,SC,29505,K-6,718,843-664-8451,https://www.f1s.org/greenwood,Dr. Susan H. Collins,,,48
2020,"Florence One
Schools",Mclaurin Elementary,2101012,E,1400 McMillan Lane,Florence,SC,29506,PK-4,787,843-664-8457,www.FSD1.org/schools/mclaurin,Deborah Cribb,,,53
2020,"Florence One
Schools","Theodore Lester
Elementary",2101013,E,3501 E. Palmetto Street,Florence,SC,29506,K-6,360,843-664-8459,https://www.f1s.org/TheodoreLester,E. Janette Williams,,,37
2020,"Florence One
Schools",West Florence Hs,2101014,H,221 N BELTLINE DR,FLORENCE,SC,29501,9-12,1709,8434680342,https://www.f1s.org/westflorence,MATTHEW DOWDELL,,,101
2020,"Florence One
Schools",North Vista Elementary,2101016,E,1100 North Irby Street,"1100 North Irby
Street",SC,29501,PK-6,655,8436648159,https://www.f1s.org/northvista,Sharon Dixon,,,55
2020,"Florence One
Schools","Royall Elementary School
",2101017,E,1101 Cheraw Dr.,Florence,SC,29501,K-6,601,843-664-8167,http://www.f1s.org/royall,Julie Smith,,,43
2020,"Florence One
Schools","Savannah Grove
Elementary",2101018,E,2348 Savannah Grove Road,Effingham,SC,29541,K-6,605,843-664-8463,https://www.f1s.org/SavannahGrove,David Copeland Jr.,,,38
2020,"Florence One
Schools","Dewey L. Carter
Elementary School",2101019,E,4939 S. Irby Street,Effingham,SC,29541,PK-6,740,843-664-8479,https://www.f1s.org/deweylcarter,Wendy Frazier,,,52
2020,"Florence One
Schools","Henry Timrod Elementary
School",2101020,E,1901 E. Old Marion Hwy.,Florence,SC,29506,K-6,368,8436648454,https://www.f1s.org/timrod,Elizabeth Jackson,,,31
2020,"Florence One
Schools","Wallace Gregg Elementary
School",2101021,E,515 Francis Marion Road,Florence,SC,29506,K-6,367,843-664-8481,https://www.f1s.org/Page/41,Tara King,,,28
2020,"Florence One
Schools",Southside Middle School,2101022,M,"200 East Howe Springs
Road",Florence,SC,29505,7-8,926,843-664-8467,f1s.org/southside,Shand Josey,,,70
2020,"Florence One
Schools","Henry L. Sneed Middle
School",2101050,M,1102 Ebenezer Road,Florence,SC,29501,7-8,902,843-673-1199,"https://www.f1s.org/site/default.aspx?Page
Type=3&ModuleInstanceID=202&View
ID=82ad4dc1-ff8e-4c91-9428",Ronald Oates,,,57
2020,"Florence One
Schools","Lucy T. Davis Elementary
School",2101051,E,201 Westfield Drive,Florence,SC,29501,K-4,483,843-665-5977,www.f1s.org/LucyTDavis,Sonya Graves,,,34
2020,"Florence One
Schools",Palmetto Youth Academy,2101600,E,1209 N. Douglas Street,Florence,SC,29501,K-6,94,843-679-7070,palmettoyouthacademy.com,Yvonne Brown-Burgess,,,1
2020,"Florence One
Schools",Florence One Schools,2101999,D,319 South Irby Street,Florence,SC,29501,PK-12,15856,843-669-4141,wwww.f1s.org,Richard O'Malley,"Richard
O'Malley","Porter
Stewart",1155
2020,"Florence
County School
District 2","Hannah-Pamplico High
School",2102024,H,2055 S Pamplico Hwy,Pamplico,SC,29583,9-12,348,843-493-5781,https://www.fsd2.org/domain/10,Sterling J. Mosby,,,29
